source_group,dataset,field,data_type,field_family,asset_status,asset_reason,route,selector_role,selector_allowed,pit_rule,allowed_transforms,priority,materialized_path,row_count,coverage_note,next_action
fundamental_pit_silver,fundamental_balance_long,NOTICE_DATE,string,time_key_or_cutoff,accepted,valid_pit_silver,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,294221,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_balance_long,UPDATE_DATE,string,time_key_or_cutoff,accepted,valid_pit_silver,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,294221,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_balance_long,CURRENCY,string,other_numeric,accepted,valid_pit_silver,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,294221,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_balance_long,OPINION_TYPE,string,other_numeric,accepted,valid_pit_silver,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,294221,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_balance_long,LISTING_STATE,string,other_numeric,accepted,valid_pit_silver,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_balance_long.parquet,294221,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,source_dataset,string,metadata,accepted,valid_pit_silver,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,source_code6,string,instrument_key,accepted,valid_pit_silver,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,source_em,string,metadata,accepted,valid_pit_silver,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,source_file,string,metadata,accepted,valid_pit_silver,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,ingest_time_utc,string,time_key_or_cutoff,accepted,valid_pit_silver,event_cutoff_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,SECUCODE,string,instrument_key,accepted,valid_pit_silver,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,SECURITY_CODE,string,instrument_key,accepted,valid_pit_silver,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,SECURITY_NAME_ABBR,string,text_or_description,accepted,valid_pit_silver,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,ORG_CODE,string,fundamental_quality_risk,accepted,valid_pit_silver,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,medium,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,ORG_TYPE,string,fundamental_quality_risk,accepted,valid_pit_silver,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,medium,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,REPORT_DATE,string,time_key_or_cutoff,accepted,valid_pit_silver,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,REPORT_TYPE,string,fundamental_quality_risk,accepted,valid_pit_silver,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,medium,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,REPORT_DATE_NAME,string,time_key_or_cutoff,accepted,valid_pit_silver,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,SECURITY_TYPE_CODE,string,fundamental_quality_risk,accepted,valid_pit_silver,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,medium,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,NOTICE_DATE,string,time_key_or_cutoff,accepted,valid_pit_silver,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,UPDATE_DATE,string,time_key_or_cutoff,accepted,valid_pit_silver,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,CURRENCY,string,fundamental_quality_risk,accepted,valid_pit_silver,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,medium,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
fundamental_pit_silver,fundamental_profit_long,OPINION_TYPE,string,fundamental_quality_risk,accepted,valid_pit_silver,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,medium,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_fundamental_akshare_fullA_silver_gold_pit_v1_20260603\silver_long\fundamental_profit_long.parquet,305568,,eligible_for_transform_registry
limit_sentiment_canonical,open_sentiment_daily,id,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\open_sentiment_daily.parquet,582,,eligible_for_transform_registry
limit_sentiment_canonical,open_sentiment_daily,max_lb_stocks,string,limit_event_sentiment,accepted,valid_canonical_pack,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\open_sentiment_daily.parquet,582,,eligible_for_transform_registry
limit_sentiment_canonical,open_sentiment_daily,date1,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\open_sentiment_daily.parquet,582,,eligible_for_transform_registry
limit_sentiment_canonical,open_sentiment_daily,dataset,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\open_sentiment_daily.parquet,582,,eligible_for_transform_registry
limit_sentiment_canonical,open_sentiment_daily,request_date,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\open_sentiment_daily.parquet,582,,eligible_for_transform_registry
limit_sentiment_canonical,open_sentiment_daily,download_time,string,time_key_or_cutoff,accepted,valid_canonical_pack,event_cutoff_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\open_sentiment_daily.parquet,582,,eligible_for_transform_registry
limit_sentiment_canonical,open_sentiment_daily,date,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\open_sentiment_daily.parquet,582,,eligible_for_transform_registry
limit_sentiment_canonical,open_sentiment_daily,raw_rows_per_date,int64,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\open_sentiment_daily.parquet,582,,eligible_for_transform_registry
limit_sentiment_canonical,open_sentiment_daily,source_dataset,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\open_sentiment_daily.parquet,582,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,errcode,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,tip,string,text_or_description,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,ttag,string,text_or_description,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,Day,string,event_heat_or_strength,accepted,valid_canonical_pack,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,dataset,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,request_date,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,download_time,string,time_key_or_cutoff,accepted,valid_canonical_pack,event_cutoff_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,date,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,raw_rows_per_date,int64,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,sentiment_hot_daily,source_dataset,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\sentiment_hot_daily.parquet,100,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,collect_date,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,id,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,symbol_code,string,event_heat_or_strength,accepted,valid_canonical_pack,categorical_or_text_context,diagnostic_or_metadata,false_until_encoding_contract,non-numeric/categorical field requires explicit encoding and availability contract before selector use,one_hot_or_event_category_encoding_after_manual_contract,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,symbol_name,string,text_or_description,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,update_time,string,time_key_or_cutoff,accepted,valid_canonical_pack,event_cutoff_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,dataset,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,request_date,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,download_time,string,time_key_or_cutoff,accepted,valid_canonical_pack,event_cutoff_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,date,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,code,string,instrument_key,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,ths_hot_stock_day,source_dataset,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\ths_hot_stock_day.parquet,6300,,eligible_for_transform_registry
limit_sentiment_canonical,uplimit_stock_event_day,date,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\uplimit_stock_event_day.parquet,1668,,eligible_for_transform_registry
limit_sentiment_canonical,uplimit_stock_event_day,code,string,instrument_key,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\uplimit_stock_event_day.parquet,1668,,eligible_for_transform_registry
limit_sentiment_canonical,uplimit_stock_event_day,checked,string,metadata,accepted,valid_canonical_pack,join_or_audit_metadata,not_alpha_feature,false,key/text/metadata only,none,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\uplimit_stock_event_day.parquet,1668,,eligible_for_transform_registry
limit_sentiment_canonical,uplimit_stock_event_day,date1,string,time_key_or_cutoff,accepted,valid_canonical_pack,availability_key,not_alpha_feature,false,controls availability/cutoff; not standalone alpha,event_age|lagged_availability,low,G:\Project_V7_Rotation\data\cn_public_enrichment\cn_zzshare_limit_sentiment_pack_v1_20260602\canonical_v1\uplimit_stock_event_day.parquet,1668,,eligible_for_transform_registry
